,path,category,label
104,data/0/60Hz/thermal_mat/IR20211103_2424.csv,S0,0
105,data/0/60Hz/thermal_mat/R20211110_2692.csv,S0,0
106,data/0/60Hz/thermal_mat/R20211104_2477.csv,S0,0
107,data/0/60Hz/thermal_mat/R20211104_2517.csv,S0,0
108,data/0/60Hz/thermal_mat/R20211104_2615.csv,S0,0
109,data/0/60Hz/thermal_mat/R20211104_2460.csv,S0,0
110,data/0/60Hz/thermal_mat/R20211110_2632.csv,S0,0
111,data/0/60Hz/thermal_mat/R20211104_2607.csv,S0,0
112,data/0/60Hz/thermal_mat/R20211110_2800.csv,S0,0
113,data/0/60Hz/thermal_mat/R20211110_2721.csv,S0,0
114,data/0/60Hz/thermal_mat/R20211110_2752.csv,S0,0
115,data/0/60Hz/thermal_mat/IR20211103_2431.csv,S0,0
116,data/0/60Hz/thermal_mat/IR20211103_2357.csv,S0,0
117,data/0/60Hz/thermal_mat/IR20211103_2309.csv,S0,0
118,data/0/60Hz/thermal_mat/R20211110_2725.csv,S0,0
119,data/0/60Hz/thermal_mat/R20211104_2538.csv,S0,0
120,data/0/60Hz/thermal_mat/R20211110_2673.csv,S0,0
121,data/0/60Hz/thermal_mat/R20211110_2749.csv,S0,0
122,data/0/60Hz/thermal_mat/IR20211103_2313.csv,S0,0
123,data/0/60Hz/thermal_mat/R20211104_2520.csv,S0,0
124,data/0/60Hz/thermal_mat/IR20211103_2338.csv,S0,0
125,data/0/60Hz/thermal_mat/R20211110_2683.csv,S0,0
126,data/0/60Hz/thermal_mat/IR20211103_2335.csv,S0,0
127,data/0/60Hz/thermal_mat/IR20211103_2395.csv,S0,0
128,data/0/60Hz/thermal_mat/R20211104_2579.csv,S0,0
129,data/0/60Hz/thermal_mat/IR20211103_2321.csv,S0,0
130,data/0/60Hz/thermal_mat/R20211104_2495.csv,S0,0
131,data/0/60Hz/thermal_mat/R20211110_2717.csv,S0,0
132,data/0/60Hz/thermal_mat/R20211110_2629.csv,S0,0
133,data/0/60Hz/thermal_mat/R20211110_2801.csv,S0,0
134,data/0/60Hz/thermal_mat/IR20211103_2392.csv,S0,0
135,data/0/60Hz/thermal_mat/IR20211103_2352.csv,S0,0
136,data/0/60Hz/thermal_mat/R20211104_2443.csv,S0,0
137,data/0/60Hz/thermal_mat/IR20211103_2394.csv,S0,0
138,data/0/60Hz/thermal_mat/R20211104_2528.csv,S0,0
139,data/0/60Hz/thermal_mat/R20211110_2647.csv,S0,0
140,data/0/60Hz/thermal_mat/IR20211103_2430.csv,S0,0
141,data/0/60Hz/thermal_mat/IR20211103_2417.csv,S0,0
142,data/0/60Hz/thermal_mat/R20211104_2549.csv,S0,0
143,data/0/60Hz/thermal_mat/R20211110_2805.csv,S0,0
144,data/0/60Hz/thermal_mat/IR20211103_2390.csv,S0,0
145,data/0/60Hz/thermal_mat/R20211110_2651.csv,S0,0
146,data/0/60Hz/thermal_mat/R20211110_2668.csv,S0,0
147,data/0/60Hz/thermal_mat/R20211104_2516.csv,S0,0
148,data/0/60Hz/thermal_mat/IR20211103_2400.csv,S0,0
149,data/0/60Hz/thermal_mat/R20211104_2545.csv,S0,0
150,data/0/60Hz/thermal_mat/R20211104_2527.csv,S0,0
151,data/0/60Hz/thermal_mat/IR20211103_2292.csv,S0,0
152,data/0/60Hz/thermal_mat/R20211104_2490.csv,S0,0
153,data/0/60Hz/thermal_mat/R20211104_2575.csv,S0,0
154,data/0/60Hz/thermal_mat/IR20211103_2386.csv,S0,0
155,data/0/60Hz/thermal_mat/R20211110_2813.csv,S0,0
156,data/0/60Hz/thermal_mat/R20211110_2655.csv,S0,0
157,data/0/60Hz/thermal_mat/R20211110_2710.csv,S0,0
158,data/0/60Hz/thermal_mat/IR20211103_2299.csv,S0,0
159,data/0/60Hz/thermal_mat/R20211110_2654.csv,S0,0
160,data/0/60Hz/thermal_mat/R20211104_2580.csv,S0,0
161,data/0/60Hz/thermal_mat/R20211104_2586.csv,S0,0
162,data/0/60Hz/thermal_mat/IR20211103_2371.csv,S0,0
163,data/0/60Hz/thermal_mat/R20211104_2584.csv,S0,0
164,data/0/60Hz/thermal_mat/IR20211103_2329.csv,S0,0
165,data/0/60Hz/thermal_mat/IR20211103_2331.csv,S0,0
166,data/0/60Hz/thermal_mat/IR20211103_2403.csv,S0,0
167,data/0/60Hz/thermal_mat/R20211104_2444.csv,S0,0
168,data/0/60Hz/thermal_mat/R20211110_2728.csv,S0,0
169,data/0/60Hz/thermal_mat/R20211110_2785.csv,S0,0
170,data/0/60Hz/thermal_mat/IR20211103_2366.csv,S0,0
171,data/0/60Hz/thermal_mat/R20211110_2670.csv,S0,0
172,data/0/60Hz/thermal_mat/R20211104_2532.csv,S0,0
173,data/0/60Hz/thermal_mat/IR20211103_2423.csv,S0,0
174,data/0/60Hz/thermal_mat/R20211104_2505.csv,S0,0
175,data/0/60Hz/thermal_mat/R20211110_2635.csv,S0,0
176,data/0/60Hz/thermal_mat/R20211110_2653.csv,S0,0
177,data/0/60Hz/thermal_mat/R20211104_2523.csv,S0,0
178,data/0/60Hz/thermal_mat/IR20211103_2353.csv,S0,0
179,data/0/60Hz/thermal_mat/R20211104_2624.csv,S0,0
180,data/0/60Hz/thermal_mat/R20211104_2598.csv,S0,0
181,data/0/60Hz/thermal_mat/R20211104_2475.csv,S0,0
182,data/0/60Hz/thermal_mat/IR20211103_2413.csv,S0,0
183,data/0/60Hz/thermal_mat/R20211110_2627.csv,S0,0
184,data/0/60Hz/thermal_mat/R20211110_2708.csv,S0,0
185,data/0/60Hz/thermal_mat/R20211110_2695.csv,S0,0
186,data/0/60Hz/thermal_mat/IR20211103_2373.csv,S0,0
187,data/0/60Hz/thermal_mat/R20211110_2748.csv,S0,0
188,data/0/60Hz/thermal_mat/R20211104_2500.csv,S0,0
189,data/0/60Hz/thermal_mat/R20211110_2688.csv,S0,0
190,data/0/60Hz/thermal_mat/IR20211103_2345.csv,S0,0
191,data/0/60Hz/thermal_mat/R20211110_2685.csv,S0,0
192,data/0/60Hz/thermal_mat/R20211104_2570.csv,S0,0
193,data/0/60Hz/thermal_mat/IR20211103_2319.csv,S0,0
194,data/0/60Hz/thermal_mat/IR20211103_2295.csv,S0,0
195,data/0/60Hz/thermal_mat/IR20211103_2435.csv,S0,0
196,data/0/60Hz/thermal_mat/R20211104_2521.csv,S0,0
197,data/0/60Hz/thermal_mat/IR20211103_2363.csv,S0,0
198,data/0/60Hz/thermal_mat/IR20211103_2404.csv,S0,0
199,data/0/60Hz/thermal_mat/R20211110_2665.csv,S0,0
200,data/0/60Hz/thermal_mat/IR20211103_2421.csv,S0,0
201,data/0/60Hz/thermal_mat/R20211104_2533.csv,S0,0
202,data/0/60Hz/thermal_mat/R20211104_2457.csv,S0,0
203,data/0/60Hz/thermal_mat/IR20211103_2402.csv,S0,0
204,data/0/60Hz/thermal_mat/R20211104_2446.csv,S0,0
205,data/0/60Hz/thermal_mat/R20211110_2736.csv,S0,0
206,data/0/60Hz/thermal_mat/R20211110_2746.csv,S0,0
207,data/0/60Hz/thermal_mat/R20211104_2508.csv,S0,0
208,data/0/60Hz/thermal_mat/R20211110_2780.csv,S0,0
209,data/0/60Hz/thermal_mat/R20211104_2568.csv,S0,0
210,data/0/60Hz/thermal_mat/R20211110_2720.csv,S0,0
211,data/0/60Hz/thermal_mat/IR20211103_2330.csv,S0,0
212,data/0/60Hz/thermal_mat/R20211110_2662.csv,S0,0
213,data/0/60Hz/thermal_mat/IR20211103_2350.csv,S0,0
214,data/0/60Hz/thermal_mat/R20211104_2596.csv,S0,0
215,data/0/60Hz/thermal_mat/R20211110_2765.csv,S0,0
216,data/0/60Hz/thermal_mat/R20211104_2623.csv,S0,0
217,data/0/60Hz/thermal_mat/IR20211103_2374.csv,S0,0
218,data/0/60Hz/thermal_mat/R20211110_2784.csv,S0,0
219,data/0/60Hz/thermal_mat/IR20211103_2418.csv,S0,0
220,data/0/60Hz/thermal_mat/R20211110_2741.csv,S0,0
221,data/0/60Hz/thermal_mat/R20211110_2755.csv,S0,0
222,data/0/60Hz/thermal_mat/R20211110_2809.csv,S0,0
223,data/0/60Hz/thermal_mat/R20211104_2536.csv,S0,0
224,data/0/60Hz/thermal_mat/R20211110_2667.csv,S0,0
225,data/0/60Hz/thermal_mat/R20211110_2768.csv,S0,0
226,data/0/60Hz/thermal_mat/IR20211103_2316.csv,S0,0
227,data/0/60Hz/thermal_mat/IR20211103_2376.csv,S0,0
228,data/0/60Hz/thermal_mat/R20211104_2613.csv,S0,0
229,data/0/60Hz/thermal_mat/R20211104_2489.csv,S0,0
230,data/0/60Hz/thermal_mat/R20211110_2676.csv,S0,0
231,data/0/60Hz/thermal_mat/IR20211103_2360.csv,S0,0
232,data/0/60Hz/thermal_mat/R20211104_2614.csv,S0,0
233,data/0/60Hz/thermal_mat/R20211104_2511.csv,S0,0
234,data/0/60Hz/thermal_mat/IR20211103_2344.csv,S0,0
235,data/0/60Hz/thermal_mat/R20211110_2729.csv,S0,0
236,data/0/60Hz/thermal_mat/R20211104_2610.csv,S0,0
237,data/0/60Hz/thermal_mat/IR20211103_2333.csv,S0,0
238,data/0/60Hz/thermal_mat/R20211104_2473.csv,S0,0
239,data/0/60Hz/thermal_mat/R20211110_2802.csv,S0,0
240,data/0/60Hz/thermal_mat/R20211104_2497.csv,S0,0
241,data/0/60Hz/thermal_mat/R20211104_2494.csv,S0,0
242,data/0/60Hz/thermal_mat/R20211110_2704.csv,S0,0
243,data/0/60Hz/thermal_mat/R20211110_2735.csv,S0,0
244,data/0/60Hz/thermal_mat/R20211110_2716.csv,S0,0
245,data/0/60Hz/thermal_mat/R20211110_2697.csv,S0,0
246,data/0/60Hz/thermal_mat/R20211110_2645.csv,S0,0
247,data/0/60Hz/thermal_mat/R20211104_2442.csv,S0,0
248,data/0/60Hz/thermal_mat/R20211104_2594.csv,S0,0
249,data/0/60Hz/thermal_mat/R20211110_2658.csv,S0,0
250,data/0/60Hz/thermal_mat/R20211104_2479.csv,S0,0
251,data/0/60Hz/thermal_mat/R20211104_2492.csv,S0,0
252,data/0/60Hz/thermal_mat/IR20211103_2372.csv,S0,0
253,data/0/60Hz/thermal_mat/R20211110_2756.csv,S0,0
254,data/0/60Hz/thermal_mat/IR20211103_2411.csv,S0,0
255,data/0/60Hz/thermal_mat/R20211110_2807.csv,S0,0
256,data/0/60Hz/thermal_mat/R20211104_2617.csv,S0,0
257,data/0/60Hz/thermal_mat/R20211104_2621.csv,S0,0
258,data/0/60Hz/thermal_mat/R20211110_2769.csv,S0,0
259,data/0/60Hz/thermal_mat/IR20211103_2370.csv,S0,0
260,data/0/60Hz/thermal_mat/R20211110_2637.csv,S0,0
261,data/0/60Hz/thermal_mat/R20211104_2569.csv,S0,0
262,data/0/60Hz/thermal_mat/IR20211103_2323.csv,S0,0
263,data/0/60Hz/thermal_mat/R20211104_2616.csv,S0,0
264,data/0/60Hz/thermal_mat/R20211104_2496.csv,S0,0
265,data/0/60Hz/thermal_mat/IR20211103_2380.csv,S0,0
266,data/0/60Hz/thermal_mat/R20211110_2675.csv,S0,0
267,data/0/60Hz/thermal_mat/IR20211103_2365.csv,S0,0
268,data/0/60Hz/thermal_mat/R20211110_2790.csv,S0,0
269,data/0/60Hz/thermal_mat/R20211110_2722.csv,S0,0
270,data/0/60Hz/thermal_mat/R20211110_2793.csv,S0,0
271,data/0/60Hz/thermal_mat/IR20211103_2283.csv,S0,0
272,data/0/60Hz/thermal_mat/R20211110_2812.csv,S0,0
273,data/0/60Hz/thermal_mat/R20211110_2811.csv,S0,0
274,data/0/60Hz/thermal_mat/R20211110_2660.csv,S0,0
275,data/0/60Hz/thermal_mat/IR20211103_2351.csv,S0,0
276,data/0/60Hz/thermal_mat/IR20211103_2398.csv,S0,0
277,data/0/60Hz/thermal_mat/IR20211103_2286.csv,S0,0
278,data/0/60Hz/thermal_mat/IR20211103_2318.csv,S0,0
279,data/0/60Hz/thermal_mat/R20211110_2730.csv,S0,0
280,data/0/60Hz/thermal_mat/R20211104_2467.csv,S0,0
281,data/0/60Hz/thermal_mat/R20211110_2815.csv,S0,0
282,data/0/60Hz/thermal_mat/R20211104_2606.csv,S0,0
283,data/0/60Hz/thermal_mat/R20211110_2795.csv,S0,0
284,data/0/60Hz/thermal_mat/IR20211103_2420.csv,S0,0
285,data/0/60Hz/thermal_mat/R20211104_2593.csv,S0,0
286,data/0/60Hz/thermal_mat/R20211110_2796.csv,S0,0
287,data/0/60Hz/thermal_mat/IR20211103_2425.csv,S0,0
288,data/0/60Hz/thermal_mat/R20211104_2468.csv,S0,0
289,data/0/60Hz/thermal_mat/IR20211103_2307.csv,S0,0
290,data/0/60Hz/thermal_mat/IR20211103_2378.csv,S0,0
291,data/0/60Hz/thermal_mat/R20211104_2525.csv,S0,0
292,data/0/60Hz/thermal_mat/R20211104_2597.csv,S0,0
293,data/0/60Hz/thermal_mat/R20211104_2609.csv,S0,0
294,data/0/60Hz/thermal_mat/IR20211103_2410.csv,S0,0
295,data/0/60Hz/thermal_mat/IR20211103_2294.csv,S0,0
296,data/0/60Hz/thermal_mat/R20211110_2674.csv,S0,0
297,data/0/60Hz/thermal_mat/IR20211103_2359.csv,S0,0
298,data/0/60Hz/thermal_mat/R20211104_2469.csv,S0,0
299,data/0/60Hz/thermal_mat/R20211104_2530.csv,S0,0
300,data/0/60Hz/thermal_mat/R20211104_2604.csv,S0,0
301,data/0/60Hz/thermal_mat/IR20211103_2277.csv,S0,0
302,data/0/60Hz/thermal_mat/R20211110_2737.csv,S0,0
303,data/0/60Hz/thermal_mat/IR20211103_2415.csv,S0,0
304,data/0/60Hz/thermal_mat/IR20211103_2427.csv,S0,0
305,data/0/60Hz/thermal_mat/R20211110_2786.csv,S0,0
306,data/0/60Hz/thermal_mat/IR20211103_2314.csv,S0,0
307,data/0/60Hz/thermal_mat/R20211104_2566.csv,S0,0
308,data/0/60Hz/thermal_mat/R20211110_2740.csv,S0,0
309,data/0/60Hz/thermal_mat/R20211104_2602.csv,S0,0
310,data/0/60Hz/thermal_mat/R20211104_2577.csv,S0,0
311,data/0/60Hz/thermal_mat/R20211104_2471.csv,S0,0
312,data/0/60Hz/thermal_mat/R20211110_2630.csv,S0,0
313,data/0/60Hz/thermal_mat/R20211110_2659.csv,S0,0
314,data/0/60Hz/thermal_mat/IR20211103_2355.csv,S0,0
315,data/0/60Hz/thermal_mat/R20211110_2707.csv,S0,0
316,data/0/60Hz/thermal_mat/IR20211103_2306.csv,S0,0
317,data/0/60Hz/thermal_mat/R20211104_2548.csv,S0,0
318,data/0/60Hz/thermal_mat/R20211110_2772.csv,S0,0
319,data/0/60Hz/thermal_mat/R20211110_2775.csv,S0,0
320,data/0/60Hz/thermal_mat/R20211110_2628.csv,S0,0
321,data/0/60Hz/thermal_mat/IR20211103_2324.csv,S0,0
322,data/0/60Hz/thermal_mat/R20211110_2694.csv,S0,0
323,data/0/60Hz/thermal_mat/R20211110_2777.csv,S0,0
324,data/0/60Hz/thermal_mat/R20211104_2531.csv,S0,0
325,data/0/60Hz/thermal_mat/IR20211103_2288.csv,S0,0
326,data/0/60Hz/thermal_mat/IR20211103_2327.csv,S0,0
327,data/0/60Hz/thermal_mat/R20211110_2797.csv,S0,0
328,data/0/60Hz/thermal_mat/R20211104_2590.csv,S0,0
329,data/0/60Hz/thermal_mat/R20211110_2779.csv,S0,0
330,data/0/60Hz/thermal_mat/R20211104_2463.csv,S0,0
331,data/0/60Hz/thermal_mat/IR20211103_2336.csv,S0,0
332,data/0/60Hz/thermal_mat/IR20211103_2391.csv,S0,0
333,data/0/60Hz/thermal_mat/R20211110_2644.csv,S0,0
334,data/0/60Hz/thermal_mat/R20211104_2622.csv,S0,0
335,data/0/60Hz/thermal_mat/R20211104_2544.csv,S0,0
336,data/0/60Hz/thermal_mat/R20211104_2510.csv,S0,0
337,data/0/60Hz/thermal_mat/IR20211103_2334.csv,S0,0
338,data/0/60Hz/thermal_mat/R20211110_2718.csv,S0,0
339,data/0/60Hz/thermal_mat/R20211104_2591.csv,S0,0
340,data/0/60Hz/thermal_mat/IR20211103_2322.csv,S0,0
341,data/0/60Hz/thermal_mat/R20211104_2582.csv,S0,0
342,data/0/60Hz/thermal_mat/R20211110_2726.csv,S0,0
343,data/0/60Hz/thermal_mat/IR20211103_2377.csv,S0,0
344,data/0/60Hz/thermal_mat/R20211110_2758.csv,S0,0
345,data/0/60Hz/thermal_mat/R20211110_2691.csv,S0,0
346,data/0/60Hz/thermal_mat/R20211110_2709.csv,S0,0
347,data/0/60Hz/thermal_mat/R20211104_2458.csv,S0,0
348,data/0/60Hz/thermal_mat/IR20211103_2317.csv,S0,0
349,data/0/60Hz/thermal_mat/R20211110_2661.csv,S0,0
350,data/0/60Hz/thermal_mat/R20211104_2583.csv,S0,0
351,data/0/60Hz/thermal_mat/IR20211103_2375.csv,S0,0
352,data/0/60Hz/thermal_mat/IR20211103_2389.csv,S0,0
353,data/0/60Hz/thermal_mat/R20211110_2767.csv,S0,0
354,data/0/60Hz/thermal_mat/R20211104_2603.csv,S0,0
355,data/0/60Hz/thermal_mat/R20211104_2553.csv,S0,0
356,data/0/60Hz/thermal_mat/R20211104_2441.csv,S0,0
357,data/0/60Hz/thermal_mat/R20211110_2747.csv,S0,0
358,data/0/60Hz/thermal_mat/R20211110_2754.csv,S0,0
359,data/0/60Hz/thermal_mat/R20211104_2484.csv,S0,0
360,data/0/60Hz/thermal_mat/R20211110_2724.csv,S0,0
361,data/0/60Hz/thermal_mat/R20211110_2778.csv,S0,0
362,data/0/60Hz/thermal_mat/R20211104_2449.csv,S0,0
363,data/0/60Hz/thermal_mat/IR20211103_2326.csv,S0,0
364,data/0/60Hz/thermal_mat/R20211110_2652.csv,S0,0
365,data/0/60Hz/thermal_mat/R20211110_2638.csv,S0,0
366,data/0/60Hz/thermal_mat/R20211104_2529.csv,S0,0
367,data/0/60Hz/thermal_mat/R20211104_2491.csv,S0,0
368,data/0/60Hz/thermal_mat/R20211110_2705.csv,S0,0
369,data/0/60Hz/thermal_mat/R20211110_2753.csv,S0,0
370,data/0/60Hz/thermal_mat/IR20211103_2356.csv,S0,0
371,data/0/60Hz/thermal_mat/IR20211103_2362.csv,S0,0
372,data/0/60Hz/thermal_mat/R20211104_2504.csv,S0,0
373,data/0/60Hz/thermal_mat/R20211104_2552.csv,S0,0
374,data/0/60Hz/thermal_mat/R20211104_2509.csv,S0,0
375,data/0/60Hz/thermal_mat/R20211104_2612.csv,S0,0
376,data/0/60Hz/thermal_mat/IR20211103_2348.csv,S0,0
377,data/0/60Hz/thermal_mat/R20211110_2666.csv,S0,0
378,data/0/60Hz/thermal_mat/IR20211103_2328.csv,S0,0
379,data/0/60Hz/thermal_mat/R20211110_2671.csv,S0,0
380,data/0/60Hz/thermal_mat/R20211104_2448.csv,S0,0
381,data/0/60Hz/thermal_mat/R20211110_2787.csv,S0,0
382,data/0/60Hz/thermal_mat/IR20211103_2426.csv,S0,0
383,data/0/60Hz/thermal_mat/R20211104_2535.csv,S0,0
384,data/0/60Hz/thermal_mat/R20211104_2499.csv,S0,0
385,data/0/60Hz/thermal_mat/R20211104_2452.csv,S0,0
386,data/0/60Hz/thermal_mat/R20211104_2514.csv,S0,0
387,data/0/60Hz/thermal_mat/R20211104_2501.csv,S0,0
388,data/0/60Hz/thermal_mat/IR20211103_2361.csv,S0,0
389,data/0/60Hz/thermal_mat/IR20211103_2279.csv,S0,0
390,data/0/60Hz/thermal_mat/R20211110_2677.csv,S0,0
391,data/0/60Hz/thermal_mat/R20211110_2703.csv,S0,0
392,data/0/60Hz/thermal_mat/R20211110_2794.csv,S0,0
393,data/0/60Hz/thermal_mat/R20211110_2712.csv,S0,0
394,data/0/60Hz/thermal_mat/IR20211103_2308.csv,S0,0
395,data/0/60Hz/thermal_mat/R20211104_2482.csv,S0,0
396,data/0/60Hz/thermal_mat/IR20211103_2429.csv,S0,0
397,data/0/60Hz/thermal_mat/R20211110_2733.csv,S0,0
398,data/0/60Hz/thermal_mat/R20211104_2599.csv,S0,0
399,data/0/60Hz/thermal_mat/R20211104_2587.csv,S0,0
400,data/0/60Hz/thermal_mat/R20211104_2506.csv,S0,0
401,data/0/60Hz/thermal_mat/IR20211103_2358.csv,S0,0
402,data/0/60Hz/thermal_mat/R20211104_2600.csv,S0,0
403,data/0/60Hz/thermal_mat/R20211104_2557.csv,S0,0
404,data/0/60Hz/thermal_mat/R20211110_2686.csv,S0,0
405,data/0/60Hz/thermal_mat/IR20211103_2340.csv,S0,0
406,data/0/60Hz/thermal_mat/R20211110_2631.csv,S0,0
